id,area_code,int_area_code,Count_of_area,Count_of_broadband_type,broadband_type,bb_type,outage_type,Count_of_transit_server_type,server_type,transit_type,log_report,count_of_log,Sum_of_logs,Count_of_log_report_type,sum_area_vol,Average_of_Volume_frm_area,StdDev_of_Volume_frm_area,Min_of_Volume_frm_area,Max_of_Volume_frm_area,Median_of_Volume_frm_area,Sum_of_volume,Average_of_volume,StdDev_of_volume,Min_of_volume,Max_of_volume,Median_of_volume,outage_duration
6298,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,3,1,1,1,2,1,101,51,21,36,65,51,2
6317,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_71_203,3472,356,3,117,39,22,21,64,32,6,2,1,1,3,2,1
6682,600,600,64,1,_8,only 8,1,2,_11_15,only 11&15,_82_63_203,3472,348,3,64,21,11,11,32,21,11,4,2,2,6,3,1
6765,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,12,6,1,5,7,6,21,11,2,9,12,11,0
6977,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,10,5,2,3,6,5,30,15,7,10,20,15,2
7001,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,10,5,3,3,7,5,29,15,8,9,20,15,2
7582,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,9,4,3,2,6,4,36,18,11,10,26,18,0
8154,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,7,4,2,2,5,4,39,20,9,13,26,20,2
8926,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,8,4,2,2,5,4,38,19,10,12,26,19,0
9301,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,12,6,3,4,8,6,23,12,5,8,15,12,2
9631,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,17,9,6,5,13,9,19,10,6,5,14,10,2
9685,600,600,64,2,_2_8,with 8,1,3,_15_11_20,others,_82_134_203_219_71_193,3472,902,6,260,43,32,2,64,64,64,11,15,1,34,1,2
10177,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,16,8,2,6,9,8,17,9,2,7,10,9,2
10294,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,5,2,1,2,3,2,54,27,7,22,32,27,2
10642,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,10,5,6,1,9,5,94,47,57,7,87,47,2
10750,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,5,2,0,2,3,2,53,27,2,25,28,27,2
10784,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,9,5,1,4,5,5,29,15,4,12,17,15,2
10971,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,23,12,6,7,16,12,13,7,4,4,9,7,0
11105,600,600,64,1,_8,only 8,2,1,_15,only 15,_68,1093,68,1,64,64,0,64,64,64,1,1,0,1,1,1,0
11252,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,10,5,4,2,8,5,38,19,16,8,30,19,0
11526,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,17,9,1,8,9,9,15,8,1,7,8,8,2
12349,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,17,8,6,4,13,8,22,11,8,5,17,11,2
13504,600,600,64,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,11,11,0,11,11,11,6,6,0,6,6,6,0
14908,600,600,64,1,_8,only 8,1,2,_15_11,only 11&15,_82_56_172,3472,310,3,109,36,26,13,64,32,8,3,2,1,5,2,0
14992,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,96,48,23,32,64,48,3,2,1,1,2,2,2
15010,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,32,16,8,11,21,16,9,5,2,3,6,5,0
15224,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,4,2,0,2,2,2,66,33,7,28,38,33,2
15294,600,600,64,1,_8,only 8,1,2,_15_11,only 11&15,_82_203,3472,285,2,16,8,7,3,13,8,25,13,11,5,20,13,0
16126,600,600,64,1,_8,only 8,1,2,_11_15,only 11&15,_82_203,3472,285,2,14,7,5,4,11,7,24,12,8,6,18,12,0
16199,600,600,64,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,19,9,10,3,16,9,29,15,15,4,25,15,1
16222,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,7,4,1,3,4,4,35,18,4,15,20,18,2
16669,600,600,64,1,_8,only 8,1,2,_15_11,only 11&15,_203_82,2823,285,2,10,5,2,4,6,5,26,13,4,10,16,13,2
17381,600,600,64,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,38,38,0,38,38,38,0
18016,600,600,64,1,_8,only 8,1,2,_15_11,only 11&15,_203_82,2823,285,2,10,5,3,3,7,5,31,16,9,9,22,16,2
18044,600,600,64,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,34,34,0,34,34,34,0
18291,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,6,3,0,3,3,3,43,22,2,20,23,22,0
18419,600,600,64,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,3,2,1,1,2,2,90,45,20,31,59,45,2
1787,599,599,21,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,4,2,1,2,2,2,23,12,4,9,14,12,2
3403,599,599,21,1,_8,only 8,1,2,_15_11,only 11&15,_82_71_193_203,3472,549,4,45,11,11,1,21,11,34,9,9,1,20,7,2
5255,599,599,21,1,_8,only 8,2,1,_15,only 15,_52,31,52,1,11,11,0,11,11,11,2,2,0,2,2,2,0
6898,599,599,21,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,14,7,5,4,11,7,8,4,3,2,6,4,1
7023,599,599,21,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,2,1,0,1,1,1,50,25,3,23,27,25,2
8166,599,599,21,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,1,1,0,0,1,1,77,39,15,28,49,39,2
8627,599,599,21,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,11,6,7,1,11,6,36,18,23,2,34,18,1
10937,599,599,21,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,11,5,0,5,5,5,8,4,0,4,4,4,1
12098,599,599,21,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,9,9,0,9,9,9,0
13003,599,599,21,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,0,0,0,0,0,0,53,53,0,53,53,53,0
13647,599,599,21,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,21,11,0,11,11,11,4,2,0,2,2,2,1
15104,599,599,21,1,_8,only 8,2,1,_15,only 15,_71_193,1514,264,2,21,11,0,11,11,11,4,2,0,2,2,2,0
15784,599,599,21,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,14,14,0,14,14,14,0
17268,599,599,21,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,2,1,1,0,2,1,61,31,26,12,49,31,2
17934,599,599,21,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,0,0,0,0,0,0,56,56,0,56,56,56,0
18288,599,599,21,1,_8,only 8,1,2,_15_11,only 11&15,_71_193,1514,264,2,42,21,0,21,21,21,2,1,0,1,1,1,0
7364,597,597,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,0
5183,596,596,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,3,2,1,1,2,2,1
18394,595,595,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,1
2312,592,592,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,1
2876,589,589,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,1
13294,588,588,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,0
1166,584,584,25,1,_8,only 8,1,1,_11,only 11,_73_195,868,268,2,19,9,4,6,13,9,6,3,1,2,4,3,0
1644,584,584,25,2,_8_9,with 8,1,2,_30_11,others,_218_195_133_73,40,619,4,79,20,10,4,25,25,9,2,3,1,6,1,1
3417,584,584,25,1,_8,only 8,1,1,_11,only 11,_73_195,868,268,2,9,5,1,4,5,5,11,6,1,5,6,6,0
5046,584,584,25,1,_8,only 8,1,1,_11,only 11,_195_73,783,268,2,21,10,3,8,13,10,5,3,1,2,3,3,1
6319,584,584,25,1,_8,only 8,2,1,_11,only 11,_109_73_195,70,377,3,19,6,6,2,13,4,20,7,5,2,12,6,0
7331,584,584,25,1,_8,only 8,1,1,_11,only 11,_195_73,783,268,2,18,9,5,5,13,9,7,4,2,2,5,4,0
7838,584,584,25,1,_8,only 8,1,1,_11,only 11,_73_195,868,268,2,8,4,0,4,4,4,13,7,1,6,7,7,0
7989,584,584,25,1,_8,only 8,1,1,_11,only 11,_195_73,783,268,2,21,10,3,8,13,10,5,3,1,2,3,3,0
9070,584,584,25,1,_8,only 8,1,1,_11,only 11,_73_202_68_195,868,538,4,71,18,9,8,25,19,7,2,1,1,3,2,0
10422,584,584,25,1,_8,only 8,2,1,_11,only 11,_73,868,73,1,25,25,0,25,25,25,1,1,0,1,1,1,0
10984,584,584,25,1,_8,only 8,1,1,_11,only 11,_73_55,868,128,2,50,25,0,25,25,25,2,1,0,1,1,1,0
11299,584,584,25,1,_8,only 8,2,1,_11,only 11,_195_73,783,268,2,25,13,0,13,13,13,4,2,0,2,2,2,0
15631,584,584,25,1,_8,only 8,1,1,_11,only 11,_195_73_109,783,377,3,11,4,2,1,5,4,29,10,7,5,18,6,0
15798,584,584,25,1,_8,only 8,2,1,_11,only 11,_73,868,73,1,13,13,0,13,13,13,2,2,0,2,2,2,0
16178,584,584,25,1,_8,only 8,1,1,_11,only 11,_73_195,868,268,2,10,5,2,4,6,5,11,6,2,4,7,6,0
16740,584,584,25,1,_8,only 8,1,1,_11,only 11,_73_195,868,268,2,7,4,0,4,4,4,14,7,0,7,7,7,0
17490,584,584,25,1,_8,only 8,1,1,_11,only 11,_195_73,783,268,2,13,6,0,6,6,6,8,4,0,4,4,4,0
18012,584,584,25,1,_8,only 8,2,1,_11,only 11,_73_195,868,268,2,50,25,0,25,25,25,2,1,0,1,1,1,0
18064,584,584,25,1,_8,only 8,1,1,_11,only 11,_73,868,73,1,8,8,0,8,8,8,3,3,0,3,3,3,0
8489,583,583,1,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,1,1,0,1,1,1,4,2,0,2,2,2,0
11607,582,582,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,3,2,1,1,2,2,0
992,579,579,4,1,_8,only 8,1,1,_11,only 11,_195_73,783,268,2,3,1,0,1,1,1,6,3,0,3,3,3,0
12434,579,579,4,1,_8,only 8,1,1,_11,only 11,_73_195,868,268,2,3,2,0,1,2,2,5,3,1,2,3,3,0
16738,579,579,4,2,_8_2,with 8,1,2,_24_11,others,_318_239_55,44,612,3,10,3,1,2,4,4,4,1,1,1,2,1,0
17166,578,578,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,0
17340,577,577,1,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,1,1,0,1,1,1,4,2,0,2,2,2,0
1872,576,576,1,1,_8,only 8,1,1,_11,only 11,_84_55,21,139,2,1,1,1,0,1,1,9,5,5,1,8,5,0
8034,573,573,2,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,4,2,0,2,2,2,2,1,0,1,1,1,1
9711,570,570,3,1,_8,only 8,1,1,_11,only 11,_55_171,564,226,2,5,2,1,2,3,2,3,2,1,1,2,2,1
11244,570,570,3,1,_8,only 8,1,1,_11,only 11,_171_55,459,226,2,5,2,1,2,3,2,3,2,1,1,2,2,1
10655,568,568,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,1
12567,566,566,2,2,_2_8,with 8,1,2,_20_11,others,_219_171_134_55,1152,579,4,4,1,1,0,2,1,58,15,18,1,39,9,2
18217,566,566,2,1,_8,only 8,2,1,_11,only 11,_171_55,459,226,2,2,1,0,1,1,1,4,2,0,2,2,2,0
4122,565,565,2,1,_8,only 8,1,2,_11_3,others,_55_191_70_171_140,564,627,5,6,1,1,0,2,2,26,5,6,1,13,1,2
17109,565,565,2,1,_8,only 8,2,1,_11,only 11,_55,564,55,1,1,1,0,1,1,1,2,2,0,2,2,2,0
10426,563,563,1,1,_8,only 8,2,1,_11,only 11,_55,564,55,1,0,0,0,0,0,0,6,6,0,6,6,6,0
6886,562,562,3,1,_8,only 8,2,1,_11,only 11,_55,564,55,1,1,1,0,1,1,1,6,6,0,6,6,6,0
5946,561,561,1,1,_8,only 8,4,1,_32,others,_280,63,280,1,1,1,0,1,1,1,1,1,0,1,1,1,1
4904,560,560,3,1,_8,only 8,1,2,_3_11,others,_55_191_140_171_70,564,627,5,8,2,1,0,3,2,20,4,4,1,10,2,2
16939,560,560,3,1,_8,only 8,1,1,_11,only 11,_79_200,4,279,2,5,2,1,2,3,2,3,2,1,1,2,2,1
17663,559,559,1,1,_8,only 8,1,1,_11,only 11,_200_171_167,9,538,3,2,1,0,0,1,1,23,8,11,1,20,2,2
4435,558,558,1,1,_8,only 8,2,1,_11,only 11,_171_55,459,226,2,2,1,0,1,1,1,2,1,0,1,1,1,1
18035,557,557,3,1,_2,only 2,1,1,_54,others,_361_359,14,720,2,6,3,0,3,3,3,2,1,0,1,1,1,0
11353,556,556,1,2,_3_2,with 2,1,2,_8_10,others,_154_39,65,193,2,2,1,0,1,1,1,2,1,0,1,1,1,1
5836,555,555,1,1,_8,only 8,1,1,_11,only 11,_200_171,9,371,2,1,0,0,0,1,0,24,12,14,2,22,12,2
12681,551,551,1,1,_8,only 8,1,1,_11,only 11,_200_167_171,9,538,3,2,1,0,0,1,1,24,8,11,1,21,2,2
6647,550,550,1,1,_9,others,5,1,_30,others,_133,56,133,1,1,1,0,1,1,1,1,1,0,1,1,1,0
1441,549,549,4,2,_8_2,with 8,1,3,_20_11_54,others,_219_55_171_134,1152,579,4,9,2,2,1,4,2,16,4,3,1,7,4,0
2341,549,549,4,1,_2,only 2,1,1,_54,others,_359,22,359,1,4,4,0,4,4,4,1,1,0,1,1,1,1
4166,549,549,4,1,_8,only 8,1,2,_39_11,others,_171_41_55_156,459,423,4,11,3,2,1,4,3,8,2,1,1,4,2,1
4314,549,549,4,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,8,4,0,4,4,4,2,1,0,1,1,1,0
5279,548,548,2,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,4,2,0,2,2,2,2,1,0,1,1,1,0
1215,547,547,3,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,2,1,0,1,1,1,6,3,0,3,3,3,0
17233,547,547,3,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,3,2,0,2,2,2,4,2,0,2,2,2,0
17637,547,547,3,1,_2,only 2,1,1,_54,others,_359,22,359,1,3,3,0,3,3,3,1,1,0,1,1,1,1
1952,546,546,5,1,_2,only 2,1,1,_21,others,_135_220,126,355,2,10,5,0,5,5,5,2,1,0,1,1,1,0
7113,546,546,5,1,_8,only 8,1,1,_11,only 11,_55,564,55,1,5,5,0,5,5,5,1,1,0,1,1,1,0
8415,546,546,5,1,_8,only 8,2,1,_11,only 11,_55_171,564,226,2,5,3,0,3,3,3,4,2,0,2,2,2,1
11028,546,546,5,2,_8_2,with 8,1,3,_39_54_11,others,_359_171_55,22,585,3,15,5,0,5,5,5,3,1,0,1,1,1,1
15046,546,546,5,2,_1_2,with 2,1,2,_7_21,others,_135_220,126,355,2,10,5,0,5,5,5,2,1,0,1,1,1,0
4096,544,544,1,1,_2,only 2,1,2,_20_54,others,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,0
601,543,543,1,1,_2,only 2,1,2,_20_54,others,_134_219,1419,353,2,1,1,0,1,1,1,4,2,0,2,2,2,0
1616,541,541,3,3,_8_5_2,with 8,1,3,_20_19_11,others,_55_380_219_295_134_171,564,1254,6,15,3,1,2,3,3,8,1,1,1,2,1,2
11261,541,541,3,1,_8,only 8,1,1,_11,only 11,_55,564,55,1,3,3,0,3,3,3,1,1,0,1,1,1,1
10437,540,540,1,1,_8,only 8,1,1,_11,only 11,_205_167,29,372,2,1,1,1,0,1,1,8,4,4,1,7,4,2
5418,538,538,1,1,_8,only 8,1,1,_11,only 11,_171_55,459,226,2,1,1,0,1,1,1,4,2,0,2,2,2,1
10906,537,537,1,1,_2,only 2,1,1,_54,others,_361_359,14,720,2,2,1,0,1,1,1,2,1,0,1,1,1,1
3652,536,536,3,2,_8_2,with 8,1,2,_11_54,others,_51_167,113,218,2,6,3,0,3,3,3,2,1,0,1,1,1,1
4762,536,536,3,2,_8_2,with 8,1,3,_11_20_54,others,_134_51_219_167,1419,571,4,12,3,0,3,3,3,4,1,0,1,1,1,1
13842,536,536,3,2,_8_2,with 8,1,2,_54_11,others,_41_156,14,197,2,6,3,0,3,3,3,2,1,0,1,1,1,1
6790,535,535,4,1,_3,others,4,1,_10,others,_99_17_154_153_152_38_98_39,3,750,8,26,3,1,1,4,4,15,2,2,1,6,1,1
6885,535,535,4,3,_8_2_3,with 8,1,3,_11_20_10,others,_134_219_171_153_55_38,1419,770,6,18,3,1,2,4,3,9,2,1,1,2,2,2
16579,535,535,4,1,_3,others,5,1,_10,others,_153_38_152,62,343,3,9,3,2,1,4,4,6,2,2,1,4,1,0
18484,535,535,4,1,_3,others,5,1,_10,others,_153,62,153,1,4,4,0,4,4,4,1,1,0,1,1,1,1
5458,534,534,3,1,_3,others,4,1,_10,others,_153_39_154_38,62,384,4,8,2,1,1,3,2,8,2,1,1,4,2,0
12529,534,534,3,2,_3_8,with 8,1,3,_11_39_10,others,_171_150_55_154_39,459,569,5,9,2,1,1,3,2,13,3,2,1,6,2,0
1321,533,533,7,1,_9,others,1,3,_28_30_27,others,_133_127_218_212_240,56,930,5,11,2,0,2,2,2,16,3,0,3,4,3,0
1619,533,533,7,3,_9_3_8,with 8,1,4,_27_28_11_10,others,_154_240_127_171,65,692,4,18,4,2,4,7,4,7,2,1,1,2,2,0
12799,533,533,7,1,_8,only 8,1,1,_11,only 11,_171,459,171,1,7,7,0,7,7,7,1,1,0,1,1,1,0
12985,533,533,7,2,_3_8,with 8,1,2,_11_10,others,_171_154_55,459,380,3,8,3,1,2,4,2,8,3,1,2,3,3,0
13979,533,533,7,2,_3_9,others,4,2,_10_27,others,_154_39_240,65,433,3,14,5,2,4,7,4,5,2,1,1,2,2,0
14130,532,532,3,2,_3_9,others,1,4,_29_30_27_10,others,_132_152_153_240_218_154_39_38_133,42,1259,9,14,2,1,0,3,2,29,3,3,1,9,2,1
17378,532,532,3,2,_3_9,others,4,3,_27_10_30,others,_39_240_133,77,412,3,8,3,1,2,3,3,4,1,1,1,2,1,0
11235,530,530,1,1,_2,only 2,1,2,_20_54,others,_134_219,1419,353,2,2,1,0,1,1,1,2,1,0,1,1,1,1
13671,529,529,2,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,4,2,0,2,2,2,2,1,0,1,1,1,0
3595,528,528,1,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,2,1,0,1,1,1,2,1,0,1,1,1,0
8862,527,527,6,1,_2,only 2,2,2,_34_35,only 34&35,_232_312_233_313,4754,1090,4,9,2,1,2,3,2,12,3,1,2,4,3,0
12001,527,527,6,1,_8,only 8,2,1,_11,only 11,_181,110,181,1,6,6,0,6,6,6,1,1,0,1,1,1,0
16300,527,527,6,1,_2,only 2,2,2,_35_34,only 34&35,_233_232_315_312_313_235,1901,1640,6,29,5,2,2,6,6,9,2,1,1,3,1,0
17783,527,527,6,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,12,6,0,6,6,6,2,1,0,1,1,1,0
3631,526,526,3,1,_2,only 2,2,2,_34_35,only 34&35,_235_313_233_315,1294,1096,4,7,2,1,1,3,2,8,2,1,1,3,2,0
8189,526,526,3,1,_2,only 2,2,2,_35_34,only 34&35,_235_313_233_315,1294,1096,4,9,2,1,1,3,2,7,2,1,1,3,2,0
18386,526,526,3,1,_2,only 2,2,2,_35_34,only 34&35,_313_235_233_315,2145,1096,4,3,1,0,1,1,1,18,5,1,3,6,5,0
15351,525,525,1,2,_2_8,with 8,1,3,_11_35_34,others,_44_94_211_160,187,509,4,1,0,0,0,0,0,22,6,1,5,7,5,0
7045,524,524,1,1,_2,only 2,2,2,_35_34,only 34&35,_232_312_307,4754,851,3,3,1,0,1,1,1,3,1,0,1,1,1,0
14383,523,523,2,1,_2,only 2,1,3,_35_34_20,others,_227_301_134_232_312_307,1080,1513,6,7,1,1,0,2,2,25,4,5,1,10,2,0
1638,522,522,10,1,_2,only 2,2,2,_34_35,only 34&35,_233_312_232_315_235_313,1901,1640,6,44,7,4,2,10,10,14,2,2,1,5,1,0
2952,522,522,10,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,5,3,0,3,3,3,8,4,0,4,4,4,0
5308,522,522,10,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,7,3,0,3,3,3,6,3,0,3,3,3,0
5490,522,522,10,1,_2,only 2,2,2,_34_35,only 34&35,_313_312_232_307,2145,1164,4,30,8,3,5,10,8,6,2,1,1,2,2,0
8479,522,522,10,1,_2,only 2,2,2,_35_34,only 34&35,_313_233_232_312,2145,1090,4,30,8,3,5,10,8,6,2,1,1,2,2,0
11530,522,522,10,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,5,3,1,2,3,3,8,4,1,3,5,4,0
13250,522,522,10,2,_2_8,with 8,1,3,_35_34_11,others,_232_312_160,4754,704,3,15,5,4,3,10,3,9,3,2,1,4,4,0
14892,522,522,10,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,2,1,0,1,1,1,25,13,2,11,14,13,0
15839,522,522,10,1,_2,only 2,2,2,_34_35,only 34&35,_233_313_232_312,1901,1090,4,40,10,0,10,10,10,4,1,0,1,1,1,0
5171,521,521,5,1,_2,only 2,2,2,_35_34,only 34&35,_232_233_313_312,4754,1090,4,12,3,2,1,5,3,14,4,3,1,6,4,0
7424,521,521,5,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,1,1,0,1,1,1,17,9,1,8,9,9,0
17871,521,521,5,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,1,1,0,1,1,1,16,8,0,8,8,8,0
17880,521,521,5,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,1,0,0,0,0,0,22,11,0,11,11,11,0
243,520,520,13,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,2,1,0,1,1,1,26,13,0,13,13,13,0
1136,520,520,13,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,3,2,0,2,2,2,16,8,0,8,8,8,0
1626,520,520,13,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,2,1,0,1,1,1,30,15,1,14,16,15,0
5307,520,520,13,1,_2,only 2,2,2,_34_35,only 34&35,_313_232_312,2145,857,3,17,6,6,2,13,2,13,4,3,1,6,6,0
8150,520,520,13,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,3,1,0,1,1,1,19,10,1,9,10,10,0
9539,520,520,13,1,_2,only 2,2,2,_35_34,only 34&35,_313_232_312_233,2145,1090,4,16,4,3,1,7,4,24,6,5,2,10,6,0
10010,520,520,13,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,4,2,0,2,2,2,12,6,0,6,6,6,0
13500,520,520,13,1,_2,only 2,2,2,_34_35,only 34&35,_232_312_313,4754,857,3,9,3,1,2,4,2,15,5,2,3,6,6,0
14607,520,520,13,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,2,1,0,1,1,1,21,11,1,10,11,11,0
16464,520,520,13,1,_2,only 2,2,2,_34_35,only 34&35,_232_307_313_301_312,4754,1465,5,27,5,5,1,13,4,23,5,4,1,10,3,0
3832,519,519,9,1,_2,only 2,2,2,_35_34,only 34&35,_315_313_235_312_233_232,1495,1640,6,45,8,2,5,9,9,8,1,1,1,2,1,0
7278,519,519,9,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,3,1,0,1,2,1,14,7,1,6,8,7,0
8262,519,519,9,1,_2,only 2,2,2,_34_35,only 34&35,_235_233_312_232_313_315,1294,1640,6,41,7,3,2,9,9,12,2,2,1,4,1,0
12676,519,519,9,1,_2,only 2,2,2,_34_35,only 34&35,_232_315_235_312,4754,1094,4,36,9,0,9,9,9,4,1,0,1,1,1,0
17127,519,519,9,1,_2,only 2,2,2,_34_35,only 34&35,_307_232_312_313,1597,1164,4,36,9,0,9,9,9,4,1,0,1,1,1,0
515,518,518,18,1,_2,only 2,2,2,_34_35,only 34&35,_235_315,1294,550,2,18,9,0,9,9,9,4,2,0,2,2,2,0
1691,518,518,18,1,_2,only 2,2,2,_34_35,only 34&35,_309_313_236_234_229_232_235_314_312_315_233_316,627,3278,12,82,7,7,0,18,3,139,12,15,1,47,6,0
1714,518,518,18,1,_2,only 2,2,2,_34_35,only 34&35,_315_233_235_313,1495,1096,4,54,14,5,9,18,14,6,2,1,1,2,2,0
2077,518,518,18,1,_2,only 2,2,2,_35_34,only 34&35,_315_235_233_232_313_312,1495,1640,6,27,5,4,2,9,3,38,6,4,2,11,7,0
3566,518,518,18,1,_2,only 2,4,1,_35,only 35,_315_313,1495,628,2,14,7,3,5,9,7,6,3,1,2,4,3,0
5317,518,518,18,1,_8,only 8,1,1,_11,only 11,_61,11,61,1,18,18,0,18,18,18,1,1,0,1,1,1,0
9417,518,518,18,1,_2,only 2,2,2,_35_34,only 34&35,_315_235_312_232_313_233,1495,1640,6,45,8,6,1,18,8,32,5,5,1,13,3,0
9875,518,518,18,1,_2,only 2,2,2,_34_35,only 34&35,_313_235_233_315,2145,1096,4,10,3,2,1,5,2,47,12,9,4,23,10,0
10510,518,518,18,1,_2,only 2,2,2,_35_34,only 34&35,_235_312_232_233_313_315,1294,1640,6,45,8,6,2,18,6,24,4,3,1,9,4,0
10773,518,518,18,1,_2,only 2,2,2,_34_35,only 34&35,_313_315_232_233_312,2145,1405,5,78,16,5,6,18,18,7,1,1,1,3,1,0
11813,518,518,18,1,_2,only 2,2,2,_35_34,only 34&35,_309_313_236_234_235_314_316_315_229_312_233,627,3046,11,94,9,7,1,18,9,79,7,10,1,34,2,0
13737,518,518,18,1,_2,only 2,2,2,_34_35,only 34&35,_235_233_315_313,1294,1096,4,13,3,2,1,6,3,40,10,9,3,22,8,0
17174,518,518,18,1,_2,only 2,2,2,_34_35,only 34&35,_315_312_232_233_313_235,1495,1640,6,13,2,1,1,4,2,61,10,5,5,17,10,0
4397,516,516,1,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,2,1,0,1,1,1,2,1,0,1,1,1,0
8922,515,515,2,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,0,0,0,0,0,0,209,105,8,99,110,105,0
